error_code,failure_class,payment_method,amount_paise,past_successes,past_failures,hour_of_day,is_international,retry_count,card_network,recommended_action
mandate_creation_expired,SOFT_RETRYABLE,upi,179442,9,2,10,0,1,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,card,499900,8,0,4,0,3,Visa,retry_later
vpa_resolution_failed,NETWORK_TIMEOUT,card,199900,8,1,16,0,4,Visa,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,150370,18,0,18,0,2,N/A,retry_now
card_number_invalid,SOFT_RETRYABLE,netbanking,113206,7,2,9,0,2,N/A,check_card_details
payment_timed_out,NETWORK_TIMEOUT,upi,42033,12,1,14,1,4,N/A,retry_now
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,73101,7,0,15,0,2,N/A,retry_later
deemed_transaction,SOFT_RETRYABLE,card,151714,14,5,14,0,1,Mastercard,retry_later
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,192667,5,0,10,0,1,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,card,499900,5,6,22,0,0,RuPay,vendor_review
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,149233,14,1,22,0,1,N/A,use_different_method
incorrect_cvv,SOFT_RETRYABLE,card,49990,14,3,19,0,3,Visa,retry_now
order_already_paid,UNKNOWN,netbanking,89333,2,0,12,0,0,N/A,no_action
incorrect_card_details,SOFT_RETRYABLE,card,199900,5,7,16,0,1,RuPay,check_card_details
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,299900,0,1,20,0,4,N/A,use_different_method
merchant_not_activated,UNKNOWN,card,167698,11,5,14,0,1,Visa,contact_support
incorrect_cvv,SOFT_RETRYABLE,card,999000,19,6,15,0,2,Visa,retry_now
request_timed_out,NETWORK_TIMEOUT,upi,299900,7,1,15,0,2,N/A,retry_now
gateway_technical_error,NETWORK_TIMEOUT,card,111112,19,6,21,0,2,RuPay,retry_later
bank_cutoff_in_progress,NETWORK_TIMEOUT,card,83203,2,5,19,0,2,Mastercard,retry_later
otp_attempts_exceeded,HARD_METHOD_DEAD,card,181193,8,1,0,0,0,Visa,use_different_card
invalid_vpa,SOFT_RETRYABLE,upi,175033,5,2,17,0,2,N/A,retry_now
debit_instrument_inactive,HARD_METHOD_DEAD,card,185321,11,1,4,0,0,Visa,contact_bank
incorrect_atm_pin,SOFT_RETRYABLE,card,83228,17,1,13,0,1,Visa,retry_now
payment_pending,SOFT_RETRYABLE,card,175714,12,1,15,0,2,RuPay,retry_later
incorrect_cvv,SOFT_RETRYABLE,card,161050,13,0,15,0,2,Mastercard,retry_now
card_expired,HARD_METHOD_DEAD,card,199900,1,1,22,0,1,Visa,use_different_card
card_number_invalid,SOFT_RETRYABLE,card,172581,7,0,14,0,1,Mastercard,check_card_details
invalid_vpa,SOFT_RETRYABLE,upi,299900,7,4,18,0,4,N/A,retry_now
payment_risk_check_failed,RISK_FLAGGED,card,999000,10,1,20,0,0,Mastercard,vendor_review
payment_collect_request_expired,SOFT_RETRYABLE,upi,49990,17,5,15,0,1,N/A,retry_now
card_type_invalid,HARD_METHOD_DEAD,card,76636,4,2,21,0,0,RuPay,use_different_card
verification_failed,NETWORK_TIMEOUT,card,185063,1,0,13,0,3,RuPay,retry_later
record_not_found,NETWORK_TIMEOUT,netbanking,199900,8,2,10,0,4,N/A,retry_later
psp_app_not_available,NETWORK_TIMEOUT,card,33436,10,0,11,0,3,Mastercard,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,99900,12,1,14,0,3,Mastercard,check_card_details
payment_collect_request_expired,SOFT_RETRYABLE,upi,887780,12,0,9,0,3,N/A,retry_now
vpa_resolution_failed,NETWORK_TIMEOUT,upi,199667,19,5,21,0,3,N/A,retry_later
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,19990,5,7,17,0,0,N/A,use_different_method
vpa_resolution_failed,NETWORK_TIMEOUT,card,146387,8,1,16,0,4,Visa,retry_later
upi_app_technical_error,NETWORK_TIMEOUT,upi,99990,12,4,18,0,5,N/A,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,159084,13,1,20,0,1,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,card,307847,6,3,10,0,1,Visa,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,150887,19,5,13,0,2,Mastercard,vendor_review
credit_failed,SOFT_RETRYABLE,upi,189663,11,0,14,0,2,N/A,use_different_method
psp_app_not_available,NETWORK_TIMEOUT,netbanking,196539,3,2,11,0,4,N/A,retry_later
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,999000,10,6,19,0,4,N/A,retry_later
payment_amount_tampered,RISK_FLAGGED,card,38376,17,1,3,0,0,Visa,vendor_review
pin_attempts_exceeded,HARD_METHOD_DEAD,card,99900,5,0,21,0,0,Visa,use_different_card
card_number_invalid,SOFT_RETRYABLE,card,52775,14,1,11,0,1,AMEX,check_card_details
payment_collect_request_expired,SOFT_RETRYABLE,upi,199900,6,0,12,0,3,N/A,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,169670,6,3,16,0,3,RuPay,check_card_details
authentication_failed,SOFT_RETRYABLE,card,999000,15,7,13,0,1,Visa,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,96946,5,0,11,0,2,N/A,retry_now
verification_failed,NETWORK_TIMEOUT,netbanking,19990,3,1,20,0,3,N/A,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,19990,10,4,11,0,3,N/A,retry_now
gateway_technical_error,NETWORK_TIMEOUT,card,191168,9,6,4,0,4,RuPay,retry_later
payment_session_expired,SOFT_RETRYABLE,netbanking,299900,10,2,19,0,1,N/A,retry_now
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,181134,1,0,13,0,0,Visa,enable_online_transactions
payment_amount_tampered,RISK_FLAGGED,upi,99900,6,8,14,0,0,N/A,vendor_review
authentication_failed,SOFT_RETRYABLE,card,330101,15,3,16,0,1,Mastercard,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,36667,5,0,22,0,1,Visa,check_card_details
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,19990,3,2,6,0,1,Visa,enable_online_transactions
invalid_amount,UNKNOWN,card,179775,10,4,15,1,0,RuPay,contact_support
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,43623,4,1,18,0,0,N/A,use_different_method
bank_not_available,NETWORK_TIMEOUT,card,58954,11,6,23,0,3,Mastercard,retry_later
upi_app_technical_error,NETWORK_TIMEOUT,card,499900,6,1,22,0,3,Mastercard,retry_later
mandate_creation_declined,HARD_METHOD_DEAD,upi,326963,6,6,21,0,0,N/A,use_different_method
incorrect_atm_pin,SOFT_RETRYABLE,card,96748,16,0,20,0,2,RuPay,retry_now
invalid_amount,UNKNOWN,card,999000,3,1,21,0,1,RuPay,contact_support
payment_method_not_enabled,HARD_METHOD_DEAD,netbanking,55040,13,0,21,0,0,N/A,use_different_method
card_declined,HARD_METHOD_DEAD,card,418446,9,3,15,0,0,Mastercard,use_different_method
bank_not_available,NETWORK_TIMEOUT,card,499900,16,0,13,0,5,Visa,retry_later
bank_technical_error,NETWORK_TIMEOUT,card,99990,1,0,22,0,1,RuPay,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,10851,10,2,8,0,2,N/A,retry_now
request_timed_out,NETWORK_TIMEOUT,card,993251,9,1,15,0,4,Visa,retry_now
payment_risk_check_failed,RISK_FLAGGED,card,42476,4,2,17,0,1,Visa,vendor_review
request_timed_out,NETWORK_TIMEOUT,netbanking,15897,19,3,13,0,3,N/A,retry_now
payment_session_expired,SOFT_RETRYABLE,card,974487,4,1,21,0,2,Mastercard,retry_now
payment_risk_check_failed,RISK_FLAGGED,upi,81825,20,1,3,0,1,N/A,vendor_review
mandate_creation_expired,SOFT_RETRYABLE,upi,13730,5,7,8,0,1,N/A,retry_now
payment_risk_check_failed,RISK_FLAGGED,card,190574,4,0,19,0,0,RuPay,vendor_review
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,622252,2,0,11,0,0,N/A,use_different_method
compliance_violation,UNKNOWN,upi,200781,3,2,16,0,0,N/A,contact_support
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,113871,5,2,12,0,0,N/A,use_different_method
debit_instrument_inactive,HARD_METHOD_DEAD,card,14401,8,1,3,0,1,Mastercard,contact_bank
service_unavailable,NETWORK_TIMEOUT,card,143566,5,3,7,0,1,RuPay,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,30765,20,2,20,0,2,Visa,use_different_method
credit_failed,SOFT_RETRYABLE,upi,999000,3,1,1,0,3,N/A,use_different_method
payment_session_expired,SOFT_RETRYABLE,card,19990,15,0,15,0,2,Mastercard,retry_now
invalid_order_id,UNKNOWN,card,99900,1,8,10,0,1,Visa,retry_now
verification_failed,NETWORK_TIMEOUT,card,999000,11,3,20,0,4,AMEX,retry_later
pin_attempts_exceeded,HARD_METHOD_DEAD,card,344193,9,1,11,0,0,Mastercard,use_different_card
psp_app_not_available,NETWORK_TIMEOUT,card,87609,5,1,16,0,2,Visa,retry_later
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,12488,4,4,16,0,0,N/A,use_different_method
psp_not_registered,HARD_METHOD_DEAD,upi,199900,2,2,18,0,0,N/A,use_different_method
bank_technical_error,NETWORK_TIMEOUT,upi,104489,3,0,18,0,5,N/A,retry_later
payment_failed,SOFT_RETRYABLE,card,299900,5,1,15,0,2,Mastercard,retry_later
card_expired,HARD_METHOD_DEAD,card,19990,19,2,15,0,1,Mastercard,use_different_card
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,card,49990,14,7,13,0,4,AMEX,retry_later
debit_instrument_blocked,HARD_METHOD_DEAD,card,166934,8,1,22,0,0,Mastercard,contact_bank
incorrect_pin,SOFT_RETRYABLE,card,143070,13,1,14,0,3,Visa,retry_now
incorrect_cardholder_name,SOFT_RETRYABLE,netbanking,199900,6,3,22,0,2,N/A,check_card_details
payment_risk_check_failed,RISK_FLAGGED,upi,60960,2,4,22,0,1,N/A,vendor_review
vpa_resolution_failed,NETWORK_TIMEOUT,card,186089,4,1,10,0,4,Visa,retry_later
mandate_creation_declined,HARD_METHOD_DEAD,upi,99990,13,1,16,0,1,N/A,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,363865,16,2,13,0,1,N/A,retry_now
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,999000,9,7,17,0,1,N/A,use_different_method
card_network_not_enabled,HARD_METHOD_DEAD,card,10855,10,3,13,0,0,RuPay,use_different_card
live_mode_not_enabled,UNKNOWN,netbanking,121990,9,5,13,0,0,N/A,contact_support
payment_session_expired,SOFT_RETRYABLE,card,24741,9,3,3,0,2,Visa,retry_now
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,94175,12,6,19,0,1,N/A,use_different_method
gateway_technical_error,NETWORK_TIMEOUT,card,34300,9,0,13,0,3,Visa,retry_later
incorrect_atm_pin,SOFT_RETRYABLE,card,299900,10,1,12,0,1,AMEX,retry_now
card_not_enrolled,HARD_METHOD_DEAD,card,56985,16,3,14,1,0,RuPay,enable_online_transactions
payment_risk_check_failed,RISK_FLAGGED,card,562182,5,2,22,0,1,RuPay,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,12672,5,1,20,0,2,N/A,use_different_method
compliance_violation,UNKNOWN,upi,199900,11,0,18,0,0,N/A,contact_support
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,23408,14,1,19,0,1,N/A,use_different_method
bank_not_available,NETWORK_TIMEOUT,card,304571,3,0,14,0,5,Visa,retry_later
bank_cutoff_in_progress,NETWORK_TIMEOUT,card,135191,9,7,13,0,1,Visa,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,199900,10,0,15,0,1,N/A,retry_now
request_timed_out,NETWORK_TIMEOUT,netbanking,87089,11,1,13,0,1,N/A,retry_now
upi_app_technical_error,NETWORK_TIMEOUT,upi,185668,16,0,11,0,3,N/A,retry_later
credit_limit_exceeded,HARD_METHOD_DEAD,netbanking,499900,2,2,22,0,1,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,card,75943,13,0,12,0,2,Visa,vendor_review
invalid_order_id,UNKNOWN,card,167204,19,0,12,0,0,Mastercard,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,299900,11,3,13,0,1,Visa,check_card_details
credit_failed,SOFT_RETRYABLE,upi,49990,18,0,20,0,4,N/A,use_different_method
mandate_creation_expired,SOFT_RETRYABLE,upi,996101,14,2,16,0,1,N/A,retry_now
record_not_found,NETWORK_TIMEOUT,card,33065,7,0,22,0,3,RuPay,retry_later
credit_limit_expired,HARD_METHOD_DEAD,netbanking,488719,2,1,13,0,1,N/A,use_different_method
payment_cancelled,SOFT_RETRYABLE,card,22180,11,1,5,0,2,RuPay,retry_now
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,card,298387,3,0,20,0,2,Mastercard,retry_later
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,24322,14,4,10,0,1,N/A,use_different_method
compliance_violation,UNKNOWN,upi,99990,15,0,22,0,1,N/A,contact_support
authentication_failed,SOFT_RETRYABLE,card,199900,0,0,11,0,3,Visa,retry_now
payment_amount_tampered,RISK_FLAGGED,card,999000,10,3,15,0,0,Visa,vendor_review
input_validation_failed,UNKNOWN,card,21015,17,2,18,0,0,Mastercard,check_card_details
payment_amount_tampered,RISK_FLAGGED,upi,96634,4,0,2,0,2,N/A,vendor_review
card_not_enrolled,HARD_METHOD_DEAD,card,72609,13,0,21,0,0,AMEX,enable_online_transactions
transaction_limit_exceeded,SOFT_RETRYABLE,card,154157,13,2,20,0,2,Mastercard,use_different_method
server_error,NETWORK_TIMEOUT,card,65191,11,4,7,0,2,Visa,retry_later
input_validation_failed,UNKNOWN,card,199900,0,1,4,0,0,RuPay,check_card_details
order_already_paid,UNKNOWN,netbanking,499900,1,3,21,1,3,N/A,no_action
psp_not_registered,HARD_METHOD_DEAD,upi,120633,0,1,11,1,1,N/A,use_different_method
card_not_enrolled,HARD_METHOD_DEAD,card,139158,5,3,20,0,0,Visa,enable_online_transactions
payment_risk_check_failed,RISK_FLAGGED,card,99016,19,1,14,0,1,RuPay,vendor_review
bank_technical_error,NETWORK_TIMEOUT,card,116302,15,1,16,0,4,Mastercard,retry_later
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,152998,14,0,20,0,0,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,199900,2,2,9,0,1,N/A,use_different_method
authentication_failed,SOFT_RETRYABLE,card,105888,1,0,15,0,4,Mastercard,retry_now
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,550956,9,6,18,0,1,Mastercard,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,299900,3,2,7,0,3,N/A,retry_now
card_type_invalid,HARD_METHOD_DEAD,card,185280,6,4,12,0,0,RuPay,use_different_card
verification_failed,NETWORK_TIMEOUT,netbanking,89444,3,0,17,0,1,N/A,retry_later
incorrect_otp,SOFT_RETRYABLE,netbanking,122146,18,0,15,0,1,N/A,retry_now
gateway_error,NETWORK_TIMEOUT,netbanking,273535,19,8,15,0,3,N/A,retry_later
payment_amount_tampered,RISK_FLAGGED,card,110844,9,2,20,1,2,Visa,vendor_review
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,47997,4,2,7,0,0,N/A,use_different_method
psp_not_available,NETWORK_TIMEOUT,upi,199900,18,6,6,0,1,N/A,retry_later
psp_app_not_available,NETWORK_TIMEOUT,card,81344,5,1,15,0,5,RuPay,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,19990,17,7,14,0,1,N/A,use_different_method
payment_pending,SOFT_RETRYABLE,card,335926,6,0,13,0,3,Visa,retry_later
payment_session_expired,SOFT_RETRYABLE,card,191217,10,6,10,0,3,Visa,retry_now
invalid_device,HARD_METHOD_DEAD,upi,51386,0,6,15,0,0,N/A,use_different_method
vpa_resolution_failed,NETWORK_TIMEOUT,upi,949355,4,1,3,1,4,N/A,retry_later
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,34955,19,2,15,1,1,N/A,use_different_method
payment_amount_tampered,RISK_FLAGGED,upi,65716,6,4,12,0,0,N/A,vendor_review
insufficient_funds,SOFT_RETRYABLE,card,429273,13,3,3,0,3,Visa,retry_later
bank_cutoff_in_progress,NETWORK_TIMEOUT,upi,91666,18,0,19,0,4,N/A,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,299900,18,1,14,0,3,N/A,retry_now
debit_instrument_blocked,HARD_METHOD_DEAD,card,340205,16,0,13,0,0,RuPay,contact_bank
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,366347,9,8,7,0,2,Mastercard,use_different_method
payment_cancelled,SOFT_RETRYABLE,card,32669,10,1,13,0,3,Mastercard,retry_now
gateway_error,NETWORK_TIMEOUT,upi,99990,6,0,20,0,2,N/A,retry_later
verification_failed,NETWORK_TIMEOUT,netbanking,69368,13,4,20,0,2,N/A,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,344061,3,0,19,0,1,N/A,use_different_method
card_number_invalid,SOFT_RETRYABLE,card,299900,16,6,11,0,1,Visa,check_card_details
merchant_not_activated,UNKNOWN,card,182941,17,4,10,0,1,Mastercard,contact_support
payment_amount_tampered,RISK_FLAGGED,card,171529,0,2,11,0,0,Visa,vendor_review
record_not_found,NETWORK_TIMEOUT,card,99990,4,0,12,0,3,AMEX,retry_later
credit_failed,SOFT_RETRYABLE,upi,157056,12,1,12,0,3,N/A,use_different_method
input_validation_failed,UNKNOWN,card,73841,5,1,14,0,1,Mastercard,check_card_details
record_not_found,NETWORK_TIMEOUT,upi,435517,5,0,19,0,4,N/A,retry_later
compliance_violation,UNKNOWN,upi,99990,5,0,13,0,0,N/A,contact_support
incorrect_cvv,SOFT_RETRYABLE,card,99990,17,2,19,0,1,Mastercard,retry_now
payment_method_not_enabled,HARD_METHOD_DEAD,netbanking,189309,11,1,13,1,0,N/A,use_different_method
payment_pending,SOFT_RETRYABLE,card,60081,7,0,22,0,4,RuPay,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,79042,1,2,11,0,2,N/A,use_different_method
incorrect_otp,SOFT_RETRYABLE,card,180159,1,1,15,0,4,Visa,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,28084,4,1,16,0,1,N/A,retry_now
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,954990,0,5,10,0,0,N/A,use_different_method
gateway_error,NETWORK_TIMEOUT,upi,176375,10,0,18,0,5,N/A,retry_later
mandate_creation_timeout,NETWORK_TIMEOUT,card,74138,19,1,13,0,4,RuPay,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,126887,14,0,13,1,1,N/A,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,469346,17,4,17,0,3,Visa,check_card_details
transaction_daily_count_exceeded,SOFT_RETRYABLE,netbanking,769104,6,1,16,0,2,N/A,use_different_method
gateway_technical_error,NETWORK_TIMEOUT,card,299900,5,0,17,0,2,Mastercard,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,106868,11,1,16,0,2,Visa,use_different_method
mandate_creation_timeout,NETWORK_TIMEOUT,upi,114212,14,2,7,0,4,N/A,retry_later
credit_failed,SOFT_RETRYABLE,upi,62926,10,0,21,0,1,N/A,use_different_method
insufficient_funds,SOFT_RETRYABLE,card,299900,15,5,12,0,1,Visa,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,49990,16,0,0,0,2,Mastercard,vendor_review
gateway_technical_error,NETWORK_TIMEOUT,card,49990,16,2,12,0,1,RuPay,retry_later
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,299900,7,1,9,0,3,RuPay,use_different_method
payment_amount_tampered,RISK_FLAGGED,netbanking,102617,1,1,12,0,0,N/A,vendor_review
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,999000,9,8,21,0,1,AMEX,enable_online_transactions
payment_amount_tampered,RISK_FLAGGED,card,46108,3,0,15,0,0,RuPay,vendor_review
record_not_found,NETWORK_TIMEOUT,upi,75295,18,0,18,0,4,N/A,retry_later
insufficient_funds,SOFT_RETRYABLE,card,49990,16,0,10,0,2,Visa,retry_later
insufficient_funds,SOFT_RETRYABLE,card,493895,5,0,21,0,2,Visa,retry_later
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,60525,10,8,14,0,2,Visa,use_different_method
payment_timed_out,NETWORK_TIMEOUT,netbanking,499900,10,0,14,0,4,N/A,retry_now
payment_cancelled,SOFT_RETRYABLE,netbanking,50959,11,3,15,0,2,N/A,retry_now
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,49990,15,2,19,0,2,N/A,use_different_method
otp_attempts_exceeded,HARD_METHOD_DEAD,card,167797,5,0,20,0,0,RuPay,use_different_card
upi_app_technical_error,NETWORK_TIMEOUT,upi,76854,15,0,12,0,5,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,upi,10745,13,2,11,1,1,N/A,vendor_review
payment_session_expired,SOFT_RETRYABLE,card,61111,2,0,12,0,3,Mastercard,retry_now
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,99900,2,4,12,0,0,N/A,use_different_method
gateway_technical_error,NETWORK_TIMEOUT,card,849967,7,1,14,0,3,Visa,retry_later
vpa_resolution_failed,NETWORK_TIMEOUT,upi,299900,2,6,14,0,3,N/A,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,78720,10,0,15,0,2,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,73305,4,1,19,0,1,Mastercard,vendor_review
mandate_creation_expired,SOFT_RETRYABLE,upi,823635,16,0,21,0,1,N/A,retry_now
invalid_amount,UNKNOWN,card,884019,13,0,23,0,2,Mastercard,contact_support
invalid_vpa,SOFT_RETRYABLE,upi,67772,15,2,5,0,2,N/A,retry_now
compliance_violation,UNKNOWN,upi,98878,3,0,18,0,0,N/A,contact_support
bank_not_available,NETWORK_TIMEOUT,upi,99900,9,1,11,0,4,N/A,retry_later
pin_not_set,HARD_METHOD_DEAD,upi,448273,6,1,4,0,0,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,upi,19990,0,2,14,0,0,N/A,vendor_review
insufficient_funds,SOFT_RETRYABLE,netbanking,77763,18,1,10,0,3,N/A,retry_later
live_mode_not_enabled,UNKNOWN,netbanking,44094,2,6,13,0,2,N/A,contact_support
credit_limit_exceeded,HARD_METHOD_DEAD,netbanking,173806,17,3,1,0,0,N/A,use_different_method
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,99900,1,1,15,0,0,N/A,use_different_method
order_amount_mismatch,UNKNOWN,card,35612,7,5,21,1,1,Visa,retry_now
payment_cancelled,SOFT_RETRYABLE,card,199900,17,9,13,0,4,Visa,retry_now
payment_cancelled,SOFT_RETRYABLE,card,170184,12,9,21,0,1,Visa,retry_now
request_timed_out,NETWORK_TIMEOUT,card,41913,20,0,20,0,1,Visa,retry_now
record_not_found,NETWORK_TIMEOUT,card,432444,14,7,9,0,2,RuPay,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,91409,11,0,16,0,3,N/A,retry_now
payment_collect_request_expired,SOFT_RETRYABLE,upi,299900,13,1,17,0,1,N/A,retry_now
authentication_failed,SOFT_RETRYABLE,netbanking,74827,0,1,13,0,1,N/A,retry_now
deemed_transaction,SOFT_RETRYABLE,card,376176,18,6,18,0,1,RuPay,retry_later
upi_app_technical_error,NETWORK_TIMEOUT,netbanking,350591,17,7,19,0,4,N/A,retry_later
invalid_amount,UNKNOWN,card,49990,1,0,15,0,0,Visa,contact_support
incorrect_cvv,SOFT_RETRYABLE,card,51972,16,5,10,0,2,AMEX,retry_now
bank_not_available,NETWORK_TIMEOUT,upi,110327,7,2,11,0,2,N/A,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,99900,7,3,18,0,2,Visa,check_card_details
debit_instrument_inactive,HARD_METHOD_DEAD,card,99990,7,0,11,0,0,Mastercard,contact_bank
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,237331,13,5,15,0,2,AMEX,use_different_method
payment_amount_tampered,RISK_FLAGGED,card,499900,17,0,22,0,1,RuPay,vendor_review
pin_not_set,HARD_METHOD_DEAD,upi,96022,10,1,2,0,1,N/A,use_different_method
bank_cutoff_in_progress,NETWORK_TIMEOUT,netbanking,99900,13,3,15,0,4,N/A,retry_later
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,25027,14,1,13,0,2,Mastercard,use_different_method
payment_risk_check_failed,RISK_FLAGGED,upi,116321,18,0,21,0,0,N/A,vendor_review
incorrect_otp,SOFT_RETRYABLE,card,119351,12,2,5,0,1,Visa,retry_now
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,99900,16,0,11,0,3,N/A,use_different_method
payment_amount_tampered,RISK_FLAGGED,card,99990,17,6,19,0,1,Visa,vendor_review
payment_amount_tampered,RISK_FLAGGED,netbanking,199209,6,0,22,0,2,N/A,vendor_review
transaction_daily_limit_exceeded,SOFT_RETRYABLE,card,141901,10,2,22,0,1,Visa,use_different_method
mandate_creation_timeout,NETWORK_TIMEOUT,netbanking,369141,9,4,1,0,4,N/A,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,382010,8,0,17,0,1,N/A,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,273827,3,2,12,1,4,N/A,retry_now
vpa_resolution_failed,NETWORK_TIMEOUT,upi,148337,6,7,21,0,2,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,upi,499900,20,3,15,0,1,N/A,vendor_review
transaction_limit_exceeded,SOFT_RETRYABLE,card,77119,14,0,10,0,4,RuPay,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,328830,5,1,21,0,2,N/A,retry_now
incorrect_atm_pin,SOFT_RETRYABLE,card,77573,17,3,11,0,2,RuPay,retry_now
mandate_creation_expired,SOFT_RETRYABLE,upi,93486,9,2,9,0,3,N/A,retry_now
record_not_found,NETWORK_TIMEOUT,upi,19990,4,5,9,0,3,N/A,retry_later
request_timed_out,NETWORK_TIMEOUT,card,152079,14,4,22,0,4,Mastercard,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,231779,12,1,16,0,2,Visa,check_card_details
payment_risk_check_failed,RISK_FLAGGED,card,414760,2,5,22,0,2,Mastercard,vendor_review
invalid_vpa,SOFT_RETRYABLE,upi,999000,3,3,17,0,1,N/A,retry_now
verification_failed,NETWORK_TIMEOUT,netbanking,499900,18,1,21,0,1,N/A,retry_later
collect_on_mcc_blocked,HARD_METHOD_DEAD,upi,30471,3,0,21,0,0,N/A,use_different_method
invalid_device,HARD_METHOD_DEAD,upi,244421,0,2,21,0,0,N/A,use_different_method
verification_failed,NETWORK_TIMEOUT,card,50819,15,1,14,0,2,Visa,retry_later
debit_instrument_inactive,HARD_METHOD_DEAD,card,999000,7,1,17,0,0,AMEX,contact_bank
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,175644,20,1,15,0,0,N/A,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,299900,13,0,17,0,3,N/A,retry_now
payment_cancelled,SOFT_RETRYABLE,card,29641,1,3,10,0,1,Mastercard,retry_now
server_error,NETWORK_TIMEOUT,card,77327,12,3,11,0,1,Visa,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,24798,1,1,22,0,1,N/A,retry_now
gateway_technical_error,NETWORK_TIMEOUT,card,49990,11,2,20,0,2,Mastercard,retry_later
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,299900,2,1,12,0,1,N/A,use_different_method
payment_session_expired,SOFT_RETRYABLE,card,50773,14,0,17,0,1,Mastercard,retry_now
